participant_id,trial_index,answer_A,answer_B,answer_C,answer_D,selected_label,is_correct,rel_range,preference_strength,dominant_metric_area,dominant_metric_label,is_uniform,pref_group,mismatch_flag,uniform_rel_range,preference_metric
l10_202,30,136.5,149.28571428571428,153.6,151.16666666666666,A,1,0.11582376467552571,0.016481744291059246,answer_C,C,True,uniform,False,0.15,mean_first_fixation_duration
l10_202,31,102.07142857142856,98.1818181818182,93.3125,108.2,A,1,0.14822069945294256,0.06101636566180884,answer_D,D,True,uniform,False,0.15,mean_first_fixation_duration
l10_202,32,155.0,149.8,86.875,193.0,A,1,0.7260443836319324,0.259973489545474,answer_D,D,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,33,117.53846153846152,131.07142857142858,101.1818181818182,97.36363636363636,A,1,0.30153093425528243,0.1210583050809594,answer_B,B,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,34,442.0,0.0,169.0,175.0,A,1,2.2493638676844783,1.3587786259541985,answer_A,A,False,matching,False,0.15,mean_first_fixation_duration
l10_202,35,92.0,87.66666666666667,129.5,106.85714285714286,A,1,0.40222056887769697,0.21770731986493444,answer_C,C,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,36,187.3333333333333,140.25,144.375,129.88888888888889,A,1,0.38178755221193983,0.28550988853760384,answer_A,A,False,matching,False,0.15,mean_first_fixation_duration
l10_202,38,121.5,88.1,151.0,95.7,A,1,0.5513916283147052,0.2586017970633355,answer_C,C,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,39,142.85714285714286,112.88888888888889,60.25,126.2,A,1,0.7472445424800823,0.150676547606014,answer_A,A,False,matching,False,0.15,mean_first_fixation_duration
l10_202,40,196.66666666666663,104.2,97.2,113.66666666666669,A,1,0.7774882751433035,0.6487754038561747,answer_A,A,False,matching,False,0.15,mean_first_fixation_duration
l10_202,41,65.9,122.3,107.125,102.0,A,1,0.5677971433964638,0.15277166047945634,answer_B,B,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,42,158.4,172.27272727272728,108.0,131.85714285714286,B,0,0.4506177897966803,0.09726205759967951,answer_B,B,False,matching,False,0.15,mean_first_fixation_duration
l10_202,43,122.42857142857144,93.8,54.5,127.375,A,1,0.7322215145017897,0.04969991656873195,answer_D,D,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,44,100.1818181818182,94.45454545454544,105.25,154.83333333333334,A,1,0.5311297336021193,0.43616613631441287,answer_D,D,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,45,101.125,123.36363636363636,90.08333333333331,82.625,A,1,0.410261300781995,0.22395575052450883,answer_B,B,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,46,81.625,179.6,161.83333333333334,103.5,A,1,0.7442670169496889,0.1349644705398261,answer_B,B,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,47,142.44444444444446,66.27272727272727,114.63636363636364,118.14285714285714,A,1,0.6901231218766039,0.22017473043597646,answer_A,A,False,matching,False,0.15,mean_first_fixation_duration
l10_202,48,136.3,94.0,129.11111111111111,150.0,A,1,0.4397234279233101,0.1075751957598097,answer_D,D,False,mismatch,True,0.15,mean_first_fixation_duration
